sample_id,sentence_1,sentence_2,gold_label,agg_human_label,agg_human_confidence,machine_2_pred,machine_2_confidence,confidence_diff
64.0,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,0.8781985670419652,entailment,0.43196333310279,0.4462352339391752
39.0,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,neutral,0.8137154554759468,neutral,0.397996465253934,0.4157189902220128
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,0.9795291709314228,entailment,0.567314406156168,0.41221476477525476
82.0,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,entailment,0.977482088024565,entailment,0.56784104045941,0.40964104756515507
16.0,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,entailment,0.977482088024565,entailment,0.568051893678418,0.409430194346147
2.0,Some people hanging out on a large backyard deck.,people hanging out on deck,entailment,entailment,0.9508700102354144,entailment,0.544038833115526,0.40683117711988837
7.0,A young girl in a white dress watches bubbles while a woman and girl toddler observe.,A girl is watching bubbles.,entailment,entailment,0.9723643807574208,entailment,0.568117978757711,0.40424640199970985
68.0,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,entailment,0.9611054247697032,entailment,0.557187993872189,0.4039174308975142
9.0,A man in and a woman are holding their towels at the beach.,People are at the beach,entailment,entailment,0.962128966223132,entailment,0.558587649535317,0.403541316687815
50.0,A picture of two little boys holding books.,A picture of children with books.,entailment,entailment,0.9672466734902764,entailment,0.564614269846712,0.40263240364356434
77.0,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,entailment,0.9119754350051176,entailment,0.512271108217268,0.3997043267878496
17.0,A man posing with a antique sewing machine.,He is a sewer.,neutral,neutral,0.8536335721596725,neutral,0.462205054824579,0.3914285173350935
5.0,A little girl in pink stands in a yellow hallway.,The girl is standing outside her apartment.,neutral,neutral,0.7881269191402251,neutral,0.398414958965856,0.38971196017436915
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,0.9631525076765608,contradiction,0.573661870508788,0.38949063716777277
55.0,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,entailment,0.9437052200614124,entailment,0.555013570636272,0.38869164942514045
59.0,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,neutral,0.924257932446264,neutral,0.540363770628008,0.383894161818256
36.0,Two soccer players are playing soccer.,Two people play a game.,entailment,entailment,0.9385875127942682,entailment,0.563781026304523,0.37480648648974524
69.0,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,entailment,0.9355168884339816,entailment,0.568068398461884,0.36744848997209767
65.0,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,0.9273285568065508,entailment,0.562413155355914,0.36491540145063683
29.0,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,entailment,0.8863868986693961,entailment,0.538809006963476,0.34757789170592013
1.0,"People playing cricket in the park, pine trees in the back.","People are playing sports in the park, near the pine trees",entailment,entailment,0.8853633572159673,entailment,0.538021591366495,0.3473417658494723
67.0,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,0.7512794268167861,neutral,0.418723193197926,0.33255623361886005
27.0,A scene of snow and water.,a snow and water scene at sunset,neutral,neutral,0.797338792221085,neutral,0.4764279510449,0.32091084117618496
18.0,Five people standing by a gate.,Five fat people standing by a gate.,neutral,neutral,0.8751279426816786,neutral,0.56103716805394,0.3140907746277386
44.0,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,entailment,0.7389969293756398,entailment,0.427812579640058,0.3111843497355818
72.0,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,neutral,0.8802456499488229,neutral,0.569767690575542,0.31047795937328093
78.0,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,0.8659160696008188,neutral,0.560184513226949,0.30573155637386984
45.0,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,entailment,0.8628454452405322,entailment,0.559830415090258,0.3030150301502742
63.0,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,entailment,0.7922210849539406,entailment,0.491255927953628,0.3009651570003126
21.0,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,entailment,0.8597748208802457,entailment,0.566513376072378,0.29326144480786775
30.0,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,neutral,0.714431934493347,neutral,0.422425387202118,0.292006547291229
8.0,a toddler playing with a toy car next to a dog.,A toddler plays with toy cars while his dog sleeps.,neutral,neutral,0.7492323439099283,neutral,0.461533708807565,0.2876986351023633
57.0,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,contradiction,0.8607983623336745,contradiction,0.573766863999459,0.2870314983342155
89.0,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,neutral,0.8474923234390993,neutral,0.563989723102215,0.28350260033688435
47.0,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,neutral,0.834186284544524,neutral,0.558710930440361,0.275475354104163
87.0,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,0.8290685772773797,neutral,0.558424612163387,0.2706439651139927
10.0,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,neutral,0.7758444216990789,neutral,0.511629156450697,0.2642152652483819
22.0,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,entailment,0.7400204708290685,entailment,0.479520044300145,0.2605004265289235
56.0,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,contradiction,0.6888433981576254,contradiction,0.432606217368269,0.2562371807893564
25.0,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,neutral,0.81985670419652,neutral,0.569793720899491,0.25006298329702903
15.0,A group of people in dark clothing are crossing a crosswalk.,A group of people in dark clothing are crossing a crosswalk to get to the store,neutral,neutral,0.8188331627430911,neutral,0.570454185594652,0.24837897714843915
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,0.7952917093142272,neutral,0.548485871654456,0.24680583765977127
23.0,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,entailment,0.6192425793244627,entailment,0.38344982634935,0.2357927529751127
12.0,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,neutral,0.7533265097236438,neutral,0.542780796934784,0.2105457127888598
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,0.5854657113613101,neutral,0.403036644195515,0.1824290671657951
26.0,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,entailment,0.6581371545547595,entailment,0.488205999469047,0.1699311550857125
71.0,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,contradiction,0.5670419651995906,contradiction,0.418644722992718,0.14839724220687261
58.0,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,contradiction,0.6141248720573184,contradiction,0.467462226332254,0.14666264572506438
86.0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,0.6949846468781986,neutral,0.548592783301724,0.1463918635764746
54.0,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,contradiction,0.6939611054247697,contradiction,0.564877157276715,0.1290839481480548
13.0,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.,A snowboarder flies through the air,contradiction,contradiction,0.7001023541453428,contradiction,0.572120128178249,0.12798222596709385
83.0,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,entailment,0.5435005117707267,entailment,0.418241168278539,0.12525934349218765
76.0,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,contradiction,0.646878198567042,contradiction,0.540810517769275,0.10606768079776696
61.0,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,0.6693961105424769,neutral,0.564161054414391,0.10523505612808592
74.0,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,0.6438075742067554,neutral,0.557890942322801,0.08591663188395438
66.0,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,entailment,0.4923234390992835,entailment,0.568390241238352,0.07606680213906852
85.0,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,0.6407369498464688,contradiction,0.573346358441398,0.06739059140507075
34.0,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,contradiction,0.5158648925281474,contradiction,0.47103939103752,0.04482550149062736
70.0,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,contradiction,0.6008188331627431,contradiction,0.567487211319081,0.03333162184366212
48.0,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,neutral,0.5363357215967247,neutral,0.568005671548491,0.03166994995176631
43.0,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,contradiction,0.5414534288638689,contradiction,0.555139469158166,0.013686040294297097
52.0,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,contradiction,0.5721596724667349,contradiction,0.566039412133523,0.006120260333211891
4.0,A large brown and white dog is carrying a stick through a white and snowy area.,A puppy is playing fetch with a stick.,neutral,neutral,0.5649948822927329,neutral,0.568484413764068,0.0034895314713351278
