sample_id,pred_label,pred_confidence,gold_label,gold_confidence,uncertainty
0.0,1.0,0.9782285094261169,1.0,0.9782285094261169,0.1719807268069021
1.0,1.0,0.9793727993965149,1.0,0.9793727993965149,0.1652406944728416
2.0,1.0,0.9560057520866394,0.0,0.019518256187438965,0.30390566233195093
3.0,1.0,0.915040910243988,1.0,0.915040910243988,0.49989909055352394
4.0,1.0,0.9382566213607788,1.0,0.9382566213607788,0.3942211260561675
5.0,1.0,0.9716628193855286,1.0,0.9716628193855286,0.21418125998308712
6.0,1.0,0.9662888050079346,1.0,0.9662888050079346,0.24452989899578498
7.0,1.0,0.9640154838562012,1.0,0.9640154838562012,0.25714235418596587
8.0,1.0,0.9330295324325562,1.0,0.9330295324325562,0.40643129232814884
9.0,1.0,0.9768334627151489,1.0,0.9768334627151489,0.18201383994402096
10.0,1.0,0.953039824962616,1.0,0.953039824962616,0.31718190606096813
11.0,1.0,0.9756941199302673,1.0,0.9756941199302673,0.18893388436895645
12.0,1.0,0.9094544053077698,1.0,0.9094544053077698,0.521348379808169
13.0,1.0,0.9754713773727417,1.0,0.9754713773727417,0.19064283297491744
14.0,1.0,0.9773798584938049,1.0,0.9773798584938049,0.1785273001565733
15.0,1.0,0.9731950759887695,1.0,0.9731950759887695,0.2047569546811069
16.0,1.0,0.9700442552566528,1.0,0.9700442552566528,0.22406043789876806
17.0,1.0,0.9528615474700928,1.0,0.9528615474700928,0.3174781031814166
18.0,1.0,0.9380570650100708,1.0,0.9380570650100708,0.3829231557643624
19.0,1.0,0.9286941289901733,1.0,0.9286941289901733,0.4414369850500667
20.0,1.0,0.9396638870239258,1.0,0.9396638870239258,0.38713402198375013
21.0,1.0,0.97390216588974,1.0,0.97390216588974,0.20052422516722826
22.0,1.0,0.8722133040428162,-1.0,0.09533625841140747,0.655798181881619
23.0,1.0,0.8872042894363403,1.0,0.8872042894363403,0.6205044612151687
24.0,1.0,0.9430586695671082,0.0,0.023326000198721886,0.37077438729873907
25.0,1.0,0.9279859662055969,1.0,0.9279859662055969,0.4429037390879501
26.0,1.0,0.9593906998634338,1.0,0.9593906998634338,0.2831434652653341
27.0,1.0,0.9281882643699646,1.0,0.9281882643699646,0.4442773645203914
28.0,1.0,0.9708037972450256,1.0,0.9708037972450256,0.21859360387796062
29.0,1.0,0.9695174098014832,1.0,0.9695174098014832,0.22675731934477913
30.0,1.0,0.9321150779724121,0.0,0.027446934953331947,0.42406071792014277
31.0,1.0,0.8990904092788696,1.0,0.8990904092788696,0.5566808395667261
32.0,1.0,0.917068600654602,1.0,0.917068600654602,0.49504393432834143
33.0,1.0,0.9055694937705994,-1.0,0.054757315665483475,0.5437728966845315
34.0,1.0,0.8881723880767822,1.0,0.8881723880767822,0.5922531291319114
35.0,1.0,0.9645330905914307,1.0,0.9645330905914307,0.2526168027111619
36.0,1.0,0.9565387964248657,1.0,0.9565387964248657,0.3013993161652645
37.0,1.0,0.9508458375930786,1.0,0.9508458375930786,0.33149273292408193
38.0,1.0,0.9149731993675232,1.0,0.9149731993675232,0.5030391927886398
39.0,1.0,0.9558457136154175,1.0,0.9558457136154175,0.298373560895141
40.0,1.0,0.8821964859962463,1.0,0.8821964859962463,0.6392531928946406
41.0,1.0,0.9299670457839966,0.0,0.026145627722144127,0.4328018651372332
42.0,1.0,0.947727620601654,-1.0,0.041135311126708984,0.3350352530643854
43.0,1.0,0.8933361768722534,-1.0,0.0668465718626976,0.591438791280076
44.0,1.0,0.8928062915802002,-1.0,0.09256337583065033,0.5530244884093828
45.0,1.0,0.5629698634147644,-1.0,0.3779897093772888,1.2381803237715967
46.0,1.0,0.8780426383018494,-1.0,0.09199388325214386,0.6330601836283962
47.0,1.0,0.8668899536132812,-1.0,0.09543713927268982,0.680318909298023
48.0,1.0,0.8432250618934631,-1.0,0.0976346805691719,0.7764246204179944
49.0,1.0,0.9659996628761292,1.0,0.9659996628761292,0.24724814928616576
50.0,1.0,0.8934001922607422,-1.0,0.08646172285079956,0.5641076523702602
51.0,1.0,0.8475454449653625,-1.0,0.11269714683294296,0.7421695459757675
52.0,1.0,0.9761353135108948,1.0,0.9761353135108948,0.18423748962835165
53.0,1.0,0.7720447778701782,-1.0,0.18551351130008698,0.9324987040933425
54.0,1.0,0.8494232296943665,0.0,0.05329792946577072,0.7524554843585702
55.0,1.0,0.866759181022644,0.0,0.03229617699980736,0.6727176630908512
56.0,1.0,0.9188452959060669,-1.0,0.044432133436203,0.48686039786101093
57.0,1.0,0.7512499094009399,-1.0,0.196168452501297,0.9943910465639212
58.0,1.0,0.9319573640823364,0.0,0.03049570694565773,0.42609097311357824
59.0,1.0,0.950842022895813,-1.0,0.03127104043960571,0.32930504911161296
60.0,1.0,0.8559726476669312,-1.0,0.09922121465206146,0.7235126100361936
61.0,1.0,0.5866784453392029,0.0,0.060183413326740265,1.225684838281834
62.0,1.0,0.867681622505188,-1.0,0.08527558296918869,0.6879969027631422
63.0,1.0,0.9207103848457336,0.0,0.0179149080067873,0.4607932024480486
64.0,1.0,0.7968737483024597,-1.0,0.1359628140926361,0.9141166824211728
65.0,1.0,0.802756130695343,-1.0,0.15395353734493256,0.8661309430906863
66.0,1.0,0.7485025525093079,-1.0,0.21341736614704132,0.9679029666086348
67.0,1.0,0.8928110599517822,0.0,0.04214327409863472,0.5950100110252422
68.0,1.0,0.6974167227745056,-1.0,0.2579479515552521,1.067060337885516
69.0,1.0,0.9059298634529114,0.0,0.024177422747015953,0.5272567577872354
70.0,1.0,0.8978663086891174,-1.0,0.08593004196882248,0.5401769544333038
71.0,1.0,0.9160351157188416,0.0,0.04371261224150658,0.49985983551346447
72.0,1.0,0.7706121802330017,-1.0,0.1698201447725296,0.9664778323722601
73.0,1.0,0.7839776873588562,0.0,0.0599328875541687,0.9368751466098484
74.0,1.0,0.9175360202789307,0.0,0.03814338147640228,0.4929320303714088
75.0,1.0,0.8437209725379944,-1.0,0.11517525464296341,0.755241861276524
76.0,1.0,0.9156299829483032,-1.0,0.04964761808514595,0.4998483986671821
77.0,1.0,0.9178678393363953,-1.0,0.04459128901362419,0.49134286768177377
78.0,1.0,0.9259709715843201,0.0,0.0322127640247345,0.45390998380822917
79.0,1.0,0.8243831396102905,-1.0,0.14707280695438385,0.782848688375673
80.0,1.0,0.8383851647377014,-1.0,0.09070144593715668,0.798021599774068
81.0,1.0,0.9718438386917114,1.0,0.9718438386917114,0.2130286107591732
82.0,1.0,0.9128977060317993,-1.0,0.054313819855451584,0.5099478218651242
83.0,1.0,0.7373811602592468,-1.0,0.221991628408432,0.993884729639781
84.0,1.0,0.8594352602958679,-1.0,0.11409235000610352,0.6838248616271867
85.0,1.0,0.9344326853752136,-1.0,0.03946830704808235,0.41274662425481934
86.0,1.0,0.9584315419197083,1.0,0.9584315419197083,0.29000206888824887
87.0,1.0,0.9646965861320496,1.0,0.9646965861320496,0.25494626472143594
88.0,1.0,0.959045946598053,0.0,0.01331463921815157,0.28391149678842476
89.0,1.0,0.9304613471031189,-1.0,0.04921412467956543,0.4248120671260997
90.0,1.0,0.9215255379676819,0.0,0.02589253894984722,0.46857520242127715
91.0,1.0,0.8834018111228943,-1.0,0.07193963974714279,0.6314539086650003
92.0,1.0,0.9190281629562378,0.0,0.03187047690153122,0.4839005334439993
93.0,1.0,0.8620656132698059,-1.0,0.09894245117902756,0.6973002182702404
94.0,1.0,0.9630415439605713,0.0,0.012325749732553959,0.262113491211324
95.0,1.0,0.8856713771820068,0.0,0.04585336148738861,0.6239140172685239
96.0,1.0,0.7985450029373169,-1.0,0.1567976325750351,0.8785818850738757
97.0,1.0,0.8609044551849365,0.0,0.0559084452688694,0.7170765892842802
98.0,1.0,0.9348152875900269,1.0,0.9348152875900269,0.402922631272234
