uuid,26707,142050,13813,149900,150282,24442,26811,230177,148270,147407,149771,176997,30912,227681,26308,25372,144109,226497,143972,26419,25019,225600,225332,25257,149417,26559,25815,26650,143545,144627,223573,146095,27137,144626,150586,25126,223018,150053,144655,144659,146495,19365,14082,149794,222110,27204,150208,32271,150510,27092,24626,146096,147497,24638,26591,14548,146415,27306,146546,225184,150318,150520,146434,25152,18675,148497,145782,141339,223837,222459,148116,14493,226877,224195,222744,14103,149772,26771,25110,13788,26620,149229,25083,24725,149110,25812,150863,24617,148269,150181,24868,24480,226271,150186,148807,147422,24277,222443,143103,146138,147947,223511,146097,24141,143936,25454,144071,14635,25296,225164,147390,146607,143704,29063,147211,146488,24107,149773,150869,26929,14371,146312,14633,24441,26302,148026,18959,18575,143603,224007,222573
58207224-ca72-4f8a-9f10-661074a6670d,5,2,5,1,5,5,3,4,1,2,1,2,3,3,5,5,1,2,1,5,5,2,5,5,1,4,4,2,2,1,4,5,5,1,1,3,2,1,2,1,2,5,4,4,1,2,1,2,2,3,5,4,1,5,5,4,5,2,1,2,1,1,1,1,5,2,5,1,5,5,1,5,1,1,2,5,1,5,5,4,4,1,5,1,1,4,3,5,1,1,5,5,3,1,1,2,5,1,1,1,1,1,4,2,2,5,2,2,4,5,2,1,1,4,4,1,3,1,1,5,1,2,5,5,4,3,5,5,2,5,2
91af4677-3473-41a5-8e81-ebb221f07152,5,2,5,1,3,4,4,5,2,2,1,2,2,2,3,5,1,2,2,5,5,2,4,5,1,4,2,4,2,1,4,5,5,1,2,2,2,2,2,2,3,5,4,4,3,4,2,2,1,4,5,4,4,4,5,4,2,4,1,1,1,2,2,2,4,2,2,2,5,3,2,5,2,3,2,5,2,4,5,4,4,3,4,1,1,4,3,5,2,2,4,5,3,2,2,2,3,2,1,1,1,1,2,2,2,5,1,3,3,3,2,1,2,2,2,2,4,2,1,5,1,2,5,5,4,2,5,4,2,3,2
533b9b1b-6ed9-4878-a234-a5947d8a415a,4,2,5,1,3,5,4,4,1,1,2,1,3,2,4,5,1,3,3,5,5,2,4,3,1,3,2,2,1,2,3,4,4,2,1,3,3,2,2,2,3,5,3,2,1,4,1,3,1,4,5,4,3,5,4,4,3,4,1,2,2,2,1,1,3,2,3,1,5,3,1,4,1,3,2,5,1,4,5,4,3,1,4,1,1,2,3,5,2,2,4,5,3,1,1,2,3,3,2,2,1,1,4,3,2,5,1,4,3,3,2,1,1,3,3,1,3,1,1,4,1,2,5,5,5,2,5,4,2,3,1
3ba6f06c-bf58-4d0f-ad40-35f60a87af28,3,1,5,1,3,5,3,5,2,2,2,2,2,3,5,5,1,2,3,5,5,2,5,5,2,1,2,2,3,1,4,4,5,1,2,3,1,3,4,1,2,5,5,3,3,2,2,2,2,3,5,4,2,5,5,5,2,4,1,1,1,3,1,2,5,2,2,1,5,3,2,4,2,3,2,5,2,5,4,4,4,3,5,1,1,2,3,5,2,1,4,5,3,1,1,2,5,4,1,3,1,2,4,2,2,5,1,3,3,3,2,2,3,2,4,2,2,1,1,5,4,2,5,5,3,2,2,4,4,4,2
f878a241-871e-4f16-af2f-a017fc1da304,5,2,5,1,3,5,2,5,1,2,2,1,5,4,3,4,2,2,1,4,5,1,3,4,1,2,4,2,1,1,5,4,4,1,1,3,3,1,3,2,2,5,4,4,1,2,1,1,1,4,4,2,2,4,5,4,2,4,1,1,1,2,1,2,4,2,2,1,5,1,2,5,1,1,2,5,2,5,5,4,2,3,5,1,2,2,3,5,1,1,4,5,3,1,1,2,4,2,1,1,1,2,2,4,2,5,1,5,1,3,2,2,2,2,2,1,2,1,2,5,4,2,5,5,2,1,4,4,2,3,1
0a69db99-37ee-4003-95b7-e5ee7f60e6a8,5,2,5,1,3,5,4,4,1,1,2,1,3,2,4,5,1,2,2,4,4,2,4,4,2,2,3,4,1,1,3,5,5,1,2,3,2,2,3,2,2,5,3,2,1,4,1,3,1,4,4,2,2,5,5,4,2,4,1,1,1,2,1,1,4,2,2,1,5,4,2,4,2,2,2,5,1,4,4,4,4,2,3,2,2,3,3,5,1,1,5,5,3,2,1,2,5,3,2,1,1,2,3,3,2,4,1,4,1,3,2,1,1,3,3,2,4,2,1,4,5,1,4,5,4,2,4,4,2,4,2
f4bc7795-df11-4671-9f07-b5a07f2406f2,4,4,5,1,3,3,5,5,2,4,2,2,3,4,3,5,4,4,1,5,5,2,4,4,1,1,4,4,1,1,2,5,5,1,4,4,1,2,4,4,2,5,5,4,1,2,3,4,3,3,4,4,2,5,5,5,4,4,1,2,1,2,1,2,4,4,3,3,5,5,2,4,4,3,1,5,2,5,5,4,5,3,5,1,2,4,3,5,4,2,4,5,3,2,1,4,5,2,2,2,1,4,4,4,2,5,2,2,2,3,4,2,5,4,4,4,4,2,2,5,4,4,4,4,4,2,4,4,2,5,2
7b72d6f6-cdd8-4a57-a316-b929bcafc23c,3,3,3,1,3,3,3,3,2,3,3,3,3,4,4,3,3,2,3,3,3,3,2,4,1,3,1,4,1,3,2,4,3,1,1,3,1,3,3,3,3,4,4,2,1,2,2,3,2,3,3,3,2,3,3,3,4,3,3,3,2,3,3,2,3,3,3,2,5,4,3,4,1,3,2,5,3,3,3,4,4,3,3,3,3,3,3,3,1,3,3,3,3,3,4,2,3,2,4,3,1,1,3,3,3,3,3,4,4,3,2,4,4,3,3,1,3,1,2,4,3,3,3,3,3,3,3,3,4,4,3
70310afa-12cc-4cfd-96d5-03e935a283c1,4,1,5,1,3,5,4,4,4,2,2,1,2,3,5,5,1,1,1,5,5,2,4,3,1,2,2,4,2,1,3,4,3,1,1,2,1,2,2,2,2,5,4,3,1,3,2,4,1,4,5,3,2,5,5,4,2,4,1,1,2,2,1,2,4,2,2,1,5,4,2,4,2,1,1,4,1,4,4,4,4,2,4,2,1,3,3,5,4,2,4,5,3,1,1,2,4,2,1,1,1,4,2,2,1,5,1,3,2,3,2,2,1,2,4,1,3,2,1,4,4,1,4,4,5,2,4,3,2,3,1
