sample_id,sentence_1,sentence_2,gold_label,agg_human_label,agg_human_confidence,machine_3_pred,machine_3_confidence,confidence_diff
66.0,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,entailment,0.4923234390992835,entailment,0.982730805900929,0.4904073668016455
43.0,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,contradiction,0.5414534288638689,contradiction,0.998077722965512,0.45662429410164307
70.0,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,contradiction,0.6008188331627431,contradiction,0.999618185242149,0.39879935207940587
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,0.5854657113613101,neutral,0.980938818043959,0.3954731066826489
58.0,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,contradiction,0.6141248720573184,contradiction,0.998343854426634,0.3842189823693156
52.0,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,contradiction,0.5721596724667349,contradiction,0.942601953696052,0.3704422812293171
85.0,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,0.6407369498464688,contradiction,0.99972777318503,0.35899082333856125
76.0,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,contradiction,0.646878198567042,contradiction,0.999737854725078,0.35285965615803605
74.0,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,0.6438075742067554,neutral,0.990395735695488,0.3465881614887326
56.0,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,contradiction,0.6888433981576254,contradiction,0.999735944637668,0.3108925464800426
54.0,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,contradiction,0.6939611054247697,contradiction,0.999584257227656,0.30562315180288624
86.0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,0.6949846468781986,neutral,0.996399872075114,0.30141522519691544
61.0,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,0.6693961105424769,neutral,0.955984490922712,0.28658838038023504
71.0,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,contradiction,0.5670419651995906,contradiction,0.827305682277348,0.2602637170777574
67.0,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,0.7512794268167861,neutral,0.996243648389569,0.24496422157278297
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,0.7952917093142272,neutral,0.995535771730066,0.2002440624158388
63.0,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,entailment,0.7922210849539406,entailment,0.963695034082212,0.1714739491282714
87.0,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,0.8290685772773797,neutral,0.997242479021475,0.1681739017440953
89.0,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,neutral,0.8474923234390993,neutral,0.996426645373965,0.14893432193486567
57.0,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,contradiction,0.8607983623336745,contradiction,0.999734761175086,0.1389363988414115
78.0,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,0.8659160696008188,neutral,0.994152575170166,0.12823650556934718
72.0,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,neutral,0.8802456499488229,neutral,0.997243486593514,0.1169978366446911
