sample_id,sentence,domain,gold_label,agg_human_label,agg_human_confidence,machine_1_pred,machine_1_confidence,confidence_diff
164,"You may pick every flower, but leave a few for Mary.",in,0.0,0.0,1.0,1.0,0.9693515157699584,1.9693515157699584
9,"He announced he had eaten the asparagus, but we didn't know what.",out,0.0,0.0,1.0,1.0,0.8843035185337067,1.8843035185337067
99,John arranged for himself to get the prize.,out,1.0,1.0,1.0,0.0,0.7523047488927841,1.752304748892784
14,"I think Agnes said that Bill would speak, but I don't remember what about.",out,1.0,1.0,1.0,0.0,0.7471857243776321,1.747185724377632
23,Chocolate eggs were hidden from each other by the children.,out,0.0,0.0,0.8,1.0,0.9345452058315276,1.7345452058315276
26,Bill ate the peaches and Harry did the grapes.,out,0.0,0.0,0.8,1.0,0.9269220638275146,1.7269220638275147
155,Any trouble is what I don't want.,in,0.0,0.0,1.0,1.0,0.6350788694620132,1.635078869462013
199,Anson became a muscle bound.,in,0.0,0.0,1.0,1.0,0.6306339953094721,1.6306339953094722
63,Nobody told Susan about herself.,out,1.0,1.0,0.8,0.0,0.8119720900058747,1.6119720900058747
145,The bed was slept in.,in,1.0,1.0,0.8,0.0,0.789493248462677,1.5894932484626771
184,Henry found that Bill is sad.,in,1.0,1.0,0.8,0.0,0.778000971376896,1.578000971376896
61,The cat slept soundly and furry.,out,0.0,0.0,1.0,1.0,0.5660645580291748,1.5660645580291748
195,Jason happens to appear to seem to be sick.,in,1.0,1.0,0.8,0.0,0.7436115291714668,1.543611529171467
81,John was struck by Bill as pompous.,out,0.0,0.0,0.8,1.0,0.708404294848442,1.5084042948484422
124,We investigated the area for bombs.,in,1.0,1.0,0.8,0.0,0.6659224197268486,1.4659224197268488
119,"No writer, and no playwright, meets in Vienna.",in,0.0,0.0,0.6,1.0,0.784425927400589,1.384425927400589
181,I saw even the student.,in,1.0,1.0,0.6,0.0,0.7484543228149414,1.3484543228149413
197,I inquired when could we leave.,in,0.0,0.0,0.6,1.0,0.6419366443157196,1.2419366443157196
117,"Sally is tall, and may be blond, and Sheila is short, and definitely is, blond.",in,1.0,1.0,0.6,0.0,0.5647552812099457,1.1647552812099455
82,John was promised by Bill to leave.,out,0.0,0.0,0.6,1.0,0.5283221201598645,1.1283221201598646
89,John believes it sincerely that Bill is here.,out,0.0,0.0,0.6,1.0,0.5142820450663567,1.1142820450663566
