sample_id,sentence,domain,gold_label,agg_human_label,agg_human_confidence,machine_1_pred,machine_1_confidence,confidence_diff
73,It loved Sandy.,out,0.0,1.0,1.0,0.0,0.698333798199892,1.698333798199892
24,Books were taken from no student and given to Mary.,out,1.0,0.0,1.0,1.0,0.5981491535902024,1.5981491535902024
15,"Tony sent Mo a picture that he painted, but it's not clear with what.",out,0.0,1.0,0.8,0.0,0.7706352484226227,1.5706352484226227
128,Cynthia chewed.,in,0.0,1.0,1.0,0.0,0.5506697291880847,1.5506697291880847
12,"Meg is attracted to Harry, but they don't know who she is attracted to.",out,1.0,0.0,0.6,1.0,0.9455337250232696,1.5455337250232697
142,It tries to leave the country.,in,0.0,1.0,0.8,0.0,0.6828252237290144,1.4828252237290145
166,a tall building.,in,1.0,0.0,0.8,1.0,0.6726680862903595,1.4726680862903594
104,The box contained the ball from the tree.,in,0.0,1.0,0.8,0.0,0.5033483871817589,1.3033483871817588
102,"I demand that the more John eat, the more he pays.",in,0.0,1.0,0.6,0.0,0.6138101637363433,1.2138101637363432
118,Everybody around here who ever buys anything on credit talks in his sleep.,in,1.0,0.0,0.6,1.0,0.5796564784646034,1.1796564784646035
