sample_id,content,gold_label,agg_human_label,agg_human_confidence,machine_3_pred,machine_3_confidence,confidence_diff
97,`` its successes are also tempered with elements which prove the direct antithesis of what it gets right . '',0.0,0.0,0.3733733733733734,0.0,0.999446859768495,0.6260734863951216
10,"If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch .",1.0,1.0,0.3293293293293293,1.0,0.934692402596354,0.6053630732670248
81,"As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .",1.0,1.0,0.3973973973973974,1.0,0.9946713045361992,0.5972739071388018
36,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",1.0,1.0,0.4024024024024024,1.0,0.9996376489649994,0.597235246562597
34,"The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",1.0,1.0,0.4034034034034034,1.0,0.9997149575323258,0.5963115541289223
85,"Good for a few unintentional laughs , `` Extreme Ops '' was obviously made for the `` XXX '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",-1.0,-1.0,0.4144144144144144,-1.0,0.9994532944579648,0.5850388800435504
38,Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,1.0,1.0,0.4214214214214214,1.0,0.999365079647285,0.5779436582258637
12,"A bowel-curdling , heart-stopping recipe for terror .",1.0,1.0,0.3843843843843844,1.0,0.954772621041827,0.5703882366574426
6,"With a cast that includes some of the top actors working in independent film , Lovely & Amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",1.0,1.0,0.4364364364364364,1.0,0.9993100633158436,0.5628736268794072
49,"Credit must be given to Harland Williams , Michael Rosenbaum and Barry Watson , who inject far more good-natured spirit and talent into this project than it deserves",1.0,1.0,0.4384384384384384,1.0,0.9992668532335194,0.560828414795081
76,"Trivial where it should be profound , and hyper-cliched where it should be sincere .",-1.0,-1.0,0.4214214214214214,-1.0,0.9753674960254016,0.5539460746039802
57,All this turns out to be neither funny nor provocative - only dull .,-1.0,-1.0,0.4444444444444444,-1.0,0.997041322239447,0.5525968777950026
28,One scarcely needs the subtitles to enjoy this colorful action farce .,1.0,1.0,0.4494494494494494,1.0,0.9973038838670668,0.5478544344176174
37,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,1.0,1.0,0.4664664664664664,1.0,0.9997460738447048,0.5332796073782384
69,"The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .",0.0,0.0,0.3723723723723723,0.0,0.8905551381297362,0.5181827657573639
9,An unabashedly schmaltzy and thoroughly enjoyable true story .,1.0,1.0,0.4874874874874875,1.0,0.9998873947304494,0.5123999072429619
98,"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1.0,1.0,0.4934934934934935,1.0,0.9994590161845412,0.5059655226910478
20,"Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",1.0,1.0,0.4934934934934935,1.0,0.9992809753821784,0.5057874818886849
22,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,-1.0,-1.0,0.5185185185185185,-1.0,0.9964555242372354,0.4779370057187169
68,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .,-1.0,-1.0,0.5225225225225225,-1.0,0.9994577055947924,0.4769351830722699
39,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,1.0,1.0,0.5095095095095095,1.0,0.9777108226812198,0.4682013131717103
35,"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",1.0,1.0,0.5365365365365365,1.0,0.999486733066562,0.46295019653002545
75,This time Kaufman 's imagination has failed him .,-1.0,-1.0,0.5345345345345346,-1.0,0.9946590256931358,0.4601244911586012
72,This film 's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,-1.0,-1.0,0.5385385385385385,-1.0,0.997005918030402,0.45846737949186345
48,Audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,-1.0,-1.0,0.5425425425425425,-1.0,0.9995542638199008,0.45701172127735823
13,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .,1.0,1.0,0.5485485485485485,1.0,0.9996713283243732,0.4511227797758247
66,"The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .",-1.0,-1.0,0.5645645645645646,-1.0,0.9985885503333662,0.43402398576880163
17,An incredibly clever and superbly paced caper filled with scams within scams within scams .,1.0,1.0,0.5815815815815816,1.0,0.9999117136734672,0.41833013209188563
5,"Though it is by no means his best work , Laissez-Passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1.0,1.0,0.5815815815815816,1.0,0.9996097561949296,0.41802817461334807
91,"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",-1.0,-1.0,0.5835835835835835,-1.0,0.999104249124551,0.41552066554096745
23,"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting .",1.0,1.0,0.6056056056056056,1.0,0.9996004569186036,0.39399485131299794
43,"A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",-1.0,-1.0,0.6046046046046046,-1.0,0.9984631994891504,0.3938585948845458
21,"Despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1.0,1.0,0.6086086086086087,1.0,0.9997598986389464,0.3911512900303378
47,Aspires for the piquant but only really achieves a sort of ridiculous sourness .,-1.0,-1.0,0.6126126126126126,-1.0,0.9989840871891869,0.3863714745765743
62,"Opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",-1.0,-1.0,0.6106106106106106,-1.0,0.9958633456235144,0.3852527350129038
8,"A deceivingly simple film , one that grows in power in retrospect .",1.0,1.0,0.5625625625625625,1.0,0.9475550021005802,0.38499243953801765
65,"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",-1.0,-1.0,0.6296296296296297,-1.0,0.9997286683370956,0.37009903870746597
52,I loved looking at this movie .,1.0,1.0,0.6426426426426426,1.0,0.9995653509872624,0.3569227083446198
26,"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1.0,1.0,0.6456456456456456,1.0,0.9997001761961428,0.3540545305504972
19,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",1.0,1.0,0.6546546546546547,1.0,0.999721633201229,0.3450669785465743
53,I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,-1.0,-1.0,0.4744744744744745,-1.0,0.8132978803879531,0.33882340591347865
79,A very bad sign .,-1.0,-1.0,0.6696696696696697,-1.0,0.9988149278532604,0.32914525818359075
29,"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",1.0,1.0,0.6826826826826827,1.0,0.9996991036783812,0.3170164209956985
50,Creepy but ultimately unsatisfying thriller .,-1.0,-1.0,0.6066066066066066,-1.0,0.9193991225342614,0.3127925159276548
18,Both deeply weird and charmingly dear .,1.0,1.0,0.6346346346346347,1.0,0.9328482908003336,0.29821365616569895
16,An excellent romp that boasts both a heart and a mind .,1.0,1.0,0.7107107107107107,1.0,0.9997112621627952,0.2890005514520845
1,"A thoughtful , provocative , insistently humanizing film .",1.0,1.0,0.7187187187187187,1.0,0.999300885994156,0.2805821672754373
32,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",1.0,1.0,0.7287287287287287,1.0,0.9999648802897116,0.2712361515609829
25,"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",1.0,1.0,0.7297297297297297,1.0,0.9998416191535708,0.2701118894238411
83,But hard-to-believe plot twists force the movie off track in its final half hour .,-1.0,-1.0,0.7317317317317318,-1.0,0.9988254180620088,0.26709368633027697
59,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",-1.0,-1.0,0.7347347347347347,-1.0,0.9988134381219064,0.26407870338717165
11,This is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,1.0,1.0,0.7527527527527528,1.0,0.9997281916265912,0.24697543887383844
31,Skip work to see it at the first opportunity .,1.0,1.0,0.8158158158158159,1.0,0.9946487733975315,0.1788329575817157
15,"An endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1.0,1.0,0.8238238238238238,1.0,0.9996178629929524,0.1757940391691286
14,"A stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",1.0,1.0,0.8298298298298298,1.0,0.9999156472278952,0.1700858173980654
74,This one does .,0.0,0.0,0.8028028028028028,0.0,0.956994502557218,0.15419169975441516
42,has a plot full of twists upon knots ... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill .,-1.0,-1.0,0.5765765765765766,-1.0,0.6901443088481817,0.1135677322716051
90,No question .,0.0,0.0,0.8868868868868869,0.0,0.999327410889528,0.11244052400264115
0,"A pleasant enough movie , held together by skilled ensemble actors .",1.0,1.0,0.7887887887887888,1.0,0.8825879068271184,0.09379911803832963
94,The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge .,0.0,0.0,0.925925925925926,0.0,0.9994752883693216,0.0735493624433956
