,sstb_id,zuco_id,content,control_id,sstb_label,pred_confidence,gold_confidence,uncertainty
0,105,189.0,... a roller-coaster ride of a movie,25.0,1,0.9387032,0.9387032,0.3798328425066713
1,290,381.0,it's solid and affecting and exactly as thought-provoking as it should be.,41.0,1,0.806489,0.15512839,0.8478180584441636
2,349,162.0,... always remains movingly genuine.,21.0,1,0.7829242,0.18429548,0.8877204412014473
3,408,182.0,"the stunning, dreamlike visuals will impress even those viewers who have little patience for euro-film pretension.",24.0,1,0.70553,0.2398813,1.078112115012611
4,478,109.0,"only an epic documentary could get it all down, and spike lee's jim brown: all american at long last gives its subject a movie worthy of his talents.",14.0,1,0.6222008,0.31501362,1.2016301408536056
5,726,18.0,a work of astonishing delicacy and force.,3.0,1,0.79930323,0.16394302,0.8611736291708912
6,882,17.0,the film often achieves a mesmerizing poetry.,2.0,1,0.6843083,0.2810251,1.0572745250514222
7,884,324.0,it's neither as romantic nor as thrilling as it should be.,38.0,-1,0.45767695,0.17306188,1.4847671567695324
8,1147,221.0,"not only is undercover brother as funny, if not more so, than both austin powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",31.0,1,0.73915315,0.2150354,1.0028970505016193
9,1465,84.0,but it's too long and too convoluted and it ends in a muddle.,12.0,-1,0.93744564,0.00860575,0.37364903431224816
10,1691,158.0,allen's funniest and most likeable movie in years.,20.0,1,0.95687133,0.035354994,0.2858113891325062
11,1893,31.0,"same song, second verse, coulda been better, but it coulda been worse.",6.0,0,0.5993806,0.23540965,1.363011867108556
12,1936,272.0,the pianist is polanski's best film.,35.0,1,0.8634556,0.11325812,0.6650911354340027
13,2384,380.0,"but the talented cast alone will keep you watching, as will the fight scenes.",40.0,1,0.7401235,0.23274863,0.9520156392785557
14,2456,268.0,"a work of extraordinary journalism, but it is also a work of deft and subtle poetry.",33.0,1,0.70774096,0.2378128,1.0743484466811293
15,2742,199.0,a truly wonderful tale combined with stunning animation.,29.0,1,0.9807895,0.013841768,0.1534042035055224
16,3229,401.0,"it's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",45.0,1,0.9148216,0.07231842,0.4723203826177911
17,4010,190.0,"a colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",26.0,1,0.9408711,0.05231641,0.35445495355836715
18,4212,134.0,"a miraculous movie, i'm going home is so slight, yet overflows with wisdom and emotion.",17.0,1,0.49930447,0.4110426,1.3394748374594247
19,4232,22.0,"there's not much to fatale, outside of its stylish surprises... but that's ok.",4.0,0,0.4787336,0.077424094,1.314661008610288
20,4282,177.0,a small movie with a big impact.,23.0,1,0.53014696,0.53014696,1.1309415737219977
21,4468,61.0,"a strong script, powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman, who is not only a pianist, but a good human being.",10.0,1,0.9329974,0.055733316,0.3984263598437394
22,4537,34.0,the soundtrack alone is worth the price of admission.,7.0,1,0.73842865,0.21307711,1.0100476591678678
23,5137,389.0,but what's nice is that there's a casual intelligence that permeates the script.,42.0,1,0.8635253,0.11496955,0.6607030840885636
24,5209,128.0,exceptionally well acted by diane lane and richard gere.,15.0,1,0.89957887,0.08824108,0.5238592835151032
25,5626,233.0,it will guarantee to have you leaving the theater with a smile on your face.,32.0,1,0.66535234,0.31802925,1.01496154746832
26,6600,74.0,"it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",11.0,-1,0.8874256,0.017460216,0.5777051596910892
