sample_id,confidence,pred_label,c,n,e
0,0.4196234949697167,entailment,0.25205333970370514,0.3283231653265782,0.4196234949697167
1,0.37893141053667445,neutral,0.3209022918097807,0.37893141053667445,0.30016629765354474
2,0.41538594054816547,contradiction,0.41538594054816547,0.28678609595378224,0.2978279634980523
3,0.36188662127238186,contradiction,0.36188662127238186,0.3006236431043892,0.33748973562322887
4,0.3776845974737745,neutral,0.3271934838001946,0.3776845974737745,0.295121918726031
5,0.37912722591607284,contradiction,0.37912722591607284,0.29125710199543275,0.32961567208849446
6,0.43303591274726405,contradiction,0.43303591274726405,0.3158113598591392,0.2511527273935968
7,0.4157654365857648,contradiction,0.4157654365857648,0.23630137635590878,0.3479331870583264
8,0.37228263885086593,entailment,0.33888563802674443,0.2888317231223897,0.37228263885086593
9,0.4336268829723138,contradiction,0.4336268829723138,0.3228851527357322,0.2434879642919541
10,0.3518893161722761,entailment,0.30907191642453624,0.3390387674031877,0.3518893161722761
11,0.38055429647007816,neutral,0.35386892309994705,0.38055429647007816,0.26557678042997485
12,0.38992586212080177,entailment,0.3008157112499033,0.30925842662929487,0.38992586212080177
13,0.4006499789773942,neutral,0.2619795326177081,0.4006499789773942,0.33737048840489775
14,0.33750343972316427,neutral,0.32542940571269113,0.33750343972316427,0.33706715456414454
15,0.37339503533064566,contradiction,0.37339503533064566,0.32844557882231573,0.2981593858470387
16,0.3828607571972213,contradiction,0.3828607571972213,0.3723201027593874,0.2448191400433914
17,0.34901036520537443,entailment,0.3231286416070864,0.3278609931875392,0.34901036520537443
18,0.35584378618748547,entailment,0.3066690464385012,0.3374871673740134,0.35584378618748547
19,0.3430981313053989,contradiction,0.3430981313053989,0.3160822877784106,0.3408195809161905
20,0.371435419659101,entailment,0.3308682827936275,0.2976962975472715,0.371435419659101
21,0.39119230631425234,contradiction,0.39119230631425234,0.3738715835287582,0.2349361101569893
22,0.3876831113846592,contradiction,0.3876831113846592,0.28760704337545123,0.3247098452398895
23,0.3514864123921047,entailment,0.32594451874136604,0.32256906886652914,0.3514864123921047
24,0.4094067406053615,entailment,0.24397594196051106,0.3466173174341275,0.4094067406053615
25,0.34597054566383617,neutral,0.33022968600875996,0.34597054566383617,0.32379976832740387
26,0.35893490647533227,contradiction,0.35893490647533227,0.31282838917935823,0.3282367043453095
27,0.37727313475938323,neutral,0.32030157607390275,0.37727313475938323,0.302425289166714
28,0.4127210344722539,neutral,0.2938692679464931,0.4127210344722539,0.2934096975812529
29,0.34721486237253313,entailment,0.3120301777789974,0.34075495984846954,0.34721486237253313
30,0.36843282696605945,entailment,0.3069065597165675,0.324660613317373,0.36843282696605945
31,0.3924587564329792,contradiction,0.3924587564329792,0.3199652196246083,0.2875760239424126
32,0.4130418782137721,contradiction,0.4130418782137721,0.2657319495051015,0.3212261722811264
33,0.3385411366226419,neutral,0.3304840507577093,0.3385411366226419,0.33097481261964884
34,0.36892090550201795,neutral,0.28231072137372626,0.36892090550201795,0.34876837312425574
35,0.3646065369819914,contradiction,0.3646065369819914,0.34711763369483933,0.28827582932316925
36,0.36194928727077524,contradiction,0.36194928727077524,0.32103835450329415,0.31701235822593066
37,0.39446303762070584,neutral,0.2743127863350243,0.39446303762070584,0.3312241760442698
38,0.40375654182286097,neutral,0.2577301892832383,0.40375654182286097,0.3385132688939007
39,0.36487635863882034,contradiction,0.36487635863882034,0.3392009399305989,0.29592270143058075
40,0.37181009233047185,neutral,0.3649349819920941,0.37181009233047185,0.2632549256774342
41,0.35815619824140793,entailment,0.325317415535988,0.31652638622260426,0.35815619824140793
42,0.3664607698592971,neutral,0.2934322616107265,0.3664607698592971,0.34010696852997635
43,0.33859310264966236,neutral,0.33846745258530714,0.33859310264966236,0.32293944476503056
44,0.3413723146887882,contradiction,0.3413723146887882,0.3312372157630269,0.3273904695481849
45,0.3658621736719101,entailment,0.31616609179426397,0.317971734533826,0.3658621736719101
46,0.35326415547106566,neutral,0.34059846991612797,0.35326415547106566,0.30613737461280643
47,0.3977449823180139,contradiction,0.3977449823180139,0.30946528317522176,0.29278973450676427
48,0.3497280099482085,entailment,0.32296231560848826,0.3273096744433033,0.3497280099482085
49,0.3510563471888528,contradiction,0.3510563471888528,0.3477586095190904,0.30118504329205675
50,0.3483300252886158,entailment,0.3474030312765507,0.3042669434348335,0.3483300252886158
51,0.3606460668964631,entailment,0.33547644813895877,0.3038774849645782,0.3606460668964631
52,0.35631039170886886,contradiction,0.35631039170886886,0.3023148037634346,0.3413748045276965
53,0.3992702168171445,contradiction,0.3992702168171445,0.33936059353540865,0.261369189647447
54,0.37094782676458304,neutral,0.32531843918414405,0.37094782676458304,0.30373373405127285
55,0.37341026593182447,entailment,0.276345258710665,0.3502444753575105,0.37341026593182447
56,0.36301903630185817,contradiction,0.36301903630185817,0.31996043841049426,0.3170205252876475
57,0.37673818731155045,entailment,0.32332807261802815,0.2999337400704213,0.37673818731155045
58,0.42592566909843527,entailment,0.3156732411399591,0.2584010897616058,0.42592566909843527
59,0.3937710165681691,contradiction,0.3937710165681691,0.2915435503992493,0.3146854330325816
60,0.38436558039106355,contradiction,0.38436558039106355,0.36853604646089166,0.24709837314804478
61,0.3778242905896133,contradiction,0.3778242905896133,0.3165785850653253,0.30559712434506126
62,0.3699012960051649,entailment,0.30935954961600787,0.3207391543788272,0.3699012960051649
63,0.36152949228801723,contradiction,0.36152949228801723,0.3348191723485159,0.3036513353634669
64,0.4029634677808587,entailment,0.3345370522417009,0.26249947997744044,0.4029634677808587
65,0.3490179226701327,entailment,0.3283894409055307,0.32259263642433655,0.3490179226701327
66,0.3641484734469862,contradiction,0.3641484734469862,0.27313348566320195,0.3627180408898118
67,0.3814651274186764,neutral,0.2927919328053212,0.3814651274186764,0.32574293977600244
68,0.3478274826110145,neutral,0.30882206617865776,0.3478274826110145,0.34335045121032787
69,0.3791781724716466,contradiction,0.3791781724716466,0.3160503646496852,0.3047714628786683
70,0.4139601823028863,contradiction,0.4139601823028863,0.26224124020221545,0.3237985774948982
71,0.4238800459405988,contradiction,0.4238800459405988,0.289293282571492,0.28682667148790925
72,0.379639103798749,contradiction,0.379639103798749,0.26968207869593835,0.35067881750531277
73,0.39122339445500925,neutral,0.24861624987187816,0.39122339445500925,0.3601603556731125
74,0.35662023748618654,neutral,0.34505138352811904,0.35662023748618654,0.29832837898569436
75,0.39052260296180835,contradiction,0.39052260296180835,0.3154316013239574,0.2940457957142342
76,0.3664477780696918,contradiction,0.3664477780696918,0.31229891378399044,0.32125330814631775
77,0.37091317638964105,neutral,0.3119879494465823,0.37091317638964105,0.31709887416377674
78,0.3574670513735557,neutral,0.3427661049884664,0.3574670513735557,0.299766843637978
79,0.37871153135140817,neutral,0.2876638043387901,0.37871153135140817,0.3336246643098017
80,0.3573306824071067,neutral,0.3171870939352996,0.3573306824071067,0.3254822236575937
81,0.37274918862006123,entailment,0.32908883951487783,0.298161971865061,0.37274918862006123
82,0.45015518212586203,entailment,0.292798398125904,0.257046419748234,0.45015518212586203
83,0.40182517268204293,contradiction,0.40182517268204293,0.3383109362280957,0.25986389108986147
84,0.35739349026949774,entailment,0.3166976011875992,0.325908908542903,0.35739349026949774
85,0.3476246579774252,entailment,0.3436555496933256,0.3087197923292491,0.3476246579774252
86,0.37775678051338435,contradiction,0.37775678051338435,0.29428414882139753,0.32795907066521807
87,0.36248811113354673,neutral,0.30185449004298126,0.36248811113354673,0.3356573988234721
88,0.3502445364214413,neutral,0.31967998609184334,0.3502445364214413,0.3300754774867153
89,0.3502842840437213,neutral,0.32249532494621264,0.3502842840437213,0.32722039101006595
