sample_id,sentence_1,sentence_2,gold_label,machine_0_pred,machine_0_confidence,machine_1_pred,machine_1_confidence,machine_2_pred,machine_2_confidence,machine_3_pred,machine_3_confidence,machine_4_pred,machine_4_confidence,agg_human_label,agg_human_confidence
0,A little boy is opening gifts surrounded by a group of children and adults.,The boy is being punished,contradiction,neutral,0.3333333333333333,neutral,0.4828389175566109,neutral,0.516510349155313,contradiction,0.886620371759057,contradiction,0.9294169638714868,contradiction,0.8382804503582395
1,"People playing cricket in the park, pine trees in the back.","People are playing sports in the park, near the pine trees",entailment,contradiction,0.3333333333333333,neutral,0.5958407344436424,entailment,0.538021591366495,entailment,0.913627107583073,entailment,0.748391142425737,entailment,0.8853633572159673
2,Some people hanging out on a large backyard deck.,people hanging out on deck,entailment,entailment,0.3333333333333333,entailment,0.5042037782721808,entailment,0.544038833115526,entailment,0.972121456973385,entailment,0.995143733975063,entailment,0.9508700102354144
3,A group of dancers are performing.,The audience is silent.,neutral,entailment,0.3333333333333333,contradiction,0.885944946594584,contradiction,0.567233149635189,neutral,0.975236555101264,neutral,0.9993058910751288,neutral,0.8648925281473899
4,A large brown and white dog is carrying a stick through a white and snowy area.,A puppy is playing fetch with a stick.,neutral,contradiction,0.3333333333333333,neutral,0.7923916931741649,neutral,0.568484413764068,neutral,0.995112504084289,neutral,0.9990661025239423,neutral,0.5649948822927329
5,A little girl in pink stands in a yellow hallway.,The girl is standing outside her apartment.,neutral,entailment,0.3333333333333333,neutral,0.3728779715511052,neutral,0.398414958965856,neutral,0.603338395003738,neutral,0.9991202238301884,neutral,0.7881269191402251
6,A young boy in a sweatshirt is doodling on a piece of paper.,The class pictures are on display.,contradiction,entailment,0.3333333333333333,neutral,0.4465516555105331,neutral,0.409944721384554,contradiction,0.854726845965051,neutral,0.999085591526462,neutral,0.6908904810644831
7,A young girl in a white dress watches bubbles while a woman and girl toddler observe.,A girl is watching bubbles.,entailment,neutral,0.3333333333333333,entailment,0.5458924057333289,entailment,0.568117978757711,entailment,0.983401359400008,entailment,0.9895595711175172,entailment,0.9723643807574208
8,a toddler playing with a toy car next to a dog.,A toddler plays with toy cars while his dog sleeps.,neutral,neutral,0.3333333333333333,contradiction,0.6570340198124424,neutral,0.461533708807565,neutral,0.982328535596058,neutral,0.9991661182727708,neutral,0.7492323439099283
9,A man in and a woman are holding their towels at the beach.,People are at the beach,entailment,entailment,0.3333333333333333,entailment,0.5500923708226145,entailment,0.558587649535317,entailment,0.974619492827437,neutral,0.9399153386877512,entailment,0.962128966223132
10,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,entailment,0.3333333333333333,neutral,0.7280960389904056,neutral,0.511629156450697,neutral,0.733635465703,neutral,0.9994254002457036,neutral,0.7758444216990789
11,A woman singing into a microphone while a man plays drums in the background.,They are playing a PlayStation.,contradiction,contradiction,0.3333333333333333,contradiction,0.9428972550442616,neutral,0.414511600079987,contradiction,0.999730932372506,neutral,0.6850387314880824,neutral,0.5578300921187308
12,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,contradiction,0.3333333333333333,neutral,0.7207021658703834,neutral,0.542780796934784,contradiction,0.653372398392704,neutral,0.9995746499669854,neutral,0.7533265097236438
13,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.,A snowboarder flies through the air,contradiction,entailment,0.3333333333333333,entailment,0.4639413544231348,contradiction,0.572120128178249,contradiction,0.999723475433857,neutral,0.9988544459485746,contradiction,0.7001023541453428
14,A boy in a blue and white shirt is pointing up and a second boy in a white shirt shields his eyes.,Two boys puch each other on swings.,contradiction,neutral,0.3333333333333333,entailment,0.5436144585025094,contradiction,0.550610258116052,contradiction,0.649921304587524,neutral,0.9653941890390846,neutral,0.5087001023541453
15,A group of people in dark clothing are crossing a crosswalk.,A group of people in dark clothing are crossing a crosswalk to get to the store,neutral,contradiction,0.3333333333333333,entailment,0.4371881449561657,neutral,0.570454185594652,neutral,0.997417484547909,neutral,0.9993623376930776,neutral,0.8188331627430911
16,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,entailment,0.3333333333333333,entailment,0.6387371651700887,entailment,0.568051893678418,entailment,0.985524230896489,entailment,0.7735952693290498,entailment,0.977482088024565
17,A man posing with a antique sewing machine.,He is a sewer.,neutral,entailment,0.3333333333333333,contradiction,0.8515755345095083,neutral,0.462205054824579,neutral,0.816993144454664,neutral,0.9988869306217738,neutral,0.8536335721596725
18,Five people standing by a gate.,Five fat people standing by a gate.,neutral,contradiction,0.3333333333333333,neutral,0.6045155933836113,neutral,0.56103716805394,neutral,0.997191262634953,neutral,0.5719536055901443,neutral,0.8751279426816786
19,Man sweeping trash outside a large statue.,A man is on vacation.,contradiction,neutral,0.3333333333333333,neutral,0.9319464664552076,neutral,0.540013113941414,neutral,0.973951177425102,neutral,0.9979889828101433,neutral,0.5015353121801432
20,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,contradiction,0.3333333333333333,entailment,0.5977637279413535,entailment,0.568392891681153,entailment,0.987425558480607,entailment,0.9951583958342471,neutral,0.6264073694984647
21,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,entailment,0.3333333333333333,entailment,0.8954996576476522,entailment,0.566513376072378,entailment,0.980718532558654,neutral,0.9976243790643908,entailment,0.8597748208802457
22,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,contradiction,0.3333333333333333,neutral,0.5489577624975011,entailment,0.479520044300145,entailment,0.798133348795677,neutral,0.794219879301127,entailment,0.7400204708290685
23,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,neutral,0.3333333333333333,contradiction,0.4392694971570496,entailment,0.38344982634935,neutral,0.685270882318269,neutral,0.9995303035419344,entailment,0.6192425793244627
24,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,contradiction,0.3333333333333333,contradiction,0.6711024126415652,contradiction,0.570978849176165,contradiction,0.989388272660764,contradiction,0.7266930828369038,neutral,0.5987717502558854
25,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,neutral,0.3333333333333333,neutral,0.6985896153489738,neutral,0.569793720899491,neutral,0.997636796148422,neutral,0.8699272861190039,neutral,0.81985670419652
26,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,entailment,0.3333333333333333,entailment,0.532080367573499,entailment,0.488205999469047,entailment,0.675451488942305,neutral,0.9987894759760316,entailment,0.6581371545547595
27,A scene of snow and water.,a snow and water scene at sunset,neutral,entailment,0.3333333333333333,neutral,0.5578656535776833,neutral,0.4764279510449,neutral,0.996482583796133,neutral,0.9981770940150436,neutral,0.797338792221085
28,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,neutral,0.3333333333333333,entailment,0.4951059012106747,entailment,0.436441551121564,contradiction,0.993729965146524,neutral,0.968946581560002,contradiction,0.4882292732855681
29,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,neutral,0.3333333333333333,neutral,0.4760349624103034,entailment,0.538809006963476,entailment,0.960612997000153,neutral,0.9294681668624,entailment,0.8863868986693961
