sample_id,sentence_1,sentence_2,gold_label,agg_human_label,agg_human_confidence,machine_4_pred,machine_4_confidence,confidence_diff
37.0,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,neutral,0.5005117707267144,neutral,0.9993752726234596,0.4988635018967452
48.0,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,neutral,0.5363357215967247,neutral,0.9992569577926846,0.46292123619595993
4.0,A large brown and white dog is carrying a stick through a white and snowy area.,A puppy is playing fetch with a stick.,neutral,neutral,0.5649948822927329,neutral,0.9990661025239423,0.4340712202312095
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,0.5854657113613101,neutral,0.9991873387881306,0.4137216274268205
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,0.9631525076765608,contradiction,0.5609779158054383,0.4021745918711225
38.0,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,neutral,0.6274309109518935,neutral,0.997271517094208,0.3698406061423145
74.0,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,0.6438075742067554,neutral,0.9981021134686038,0.3542945392618484
85.0,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,0.6407369498464688,contradiction,0.9849695312791472,0.34423258143267843
61.0,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,0.6693961105424769,neutral,0.9980230777899536,0.32862696724747664
62.0,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,contradiction,0.4974411463664278,contradiction,0.8243336961462792,0.3268925497798514
75.0,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,0.8311156601842374,entailment,0.5125875465610189,0.31852811362321853
86.0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,0.6949846468781986,neutral,0.9987875080630658,0.3038028611848672
18.0,Five people standing by a gate.,Five fat people standing by a gate.,neutral,neutral,0.8751279426816786,neutral,0.5719536055901443,0.3031743370915343
64.0,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,0.8781985670419652,entailment,0.5763903251246395,0.3018082419173257
30.0,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,neutral,0.714431934493347,neutral,0.9993489855619152,0.28491705106856824
8.0,a toddler playing with a toy car next to a dog.,A toddler plays with toy cars while his dog sleeps.,neutral,neutral,0.7492323439099283,neutral,0.9991661182727708,0.24993377436284248
12.0,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,neutral,0.7533265097236438,neutral,0.9995746499669854,0.24624814024334163
67.0,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,0.7512794268167861,neutral,0.9968255540420988,0.24554612722531277
31.0,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,contradiction,0.6980552712384852,contradiction,0.9330173848767288,0.2349621136382436
10.0,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,neutral,0.7758444216990789,neutral,0.9994254002457036,0.22358097854662473
5.0,A little girl in pink stands in a yellow hallway.,The girl is standing outside her apartment.,neutral,neutral,0.7881269191402251,neutral,0.9991202238301884,0.21099330468996325
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,0.9795291709314228,entailment,0.7698612077936183,0.20966796313780445
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,0.7952917093142272,neutral,0.9994097216828328,0.2041180123686056
16.0,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,entailment,0.977482088024565,entailment,0.7735952693290498,0.20388681869551528
