sample_id,sentence,domain,gold_label,agg_human_label,agg_human_confidence,machine_2_pred,machine_2_confidence,confidence_diff
6,Everyone relies on someone. It's unclear who.,out,1.0,1.0,0.6,1.0,0.999289870262146,0.399289870262146
126,Lora buttered at the toast.,in,0.0,0.0,0.6,0.0,0.9992259740829468,0.3992259740829468
32,"Mary arranged for, in St. Louis, John to rent a house cheap.",out,0.0,0.0,0.6,0.0,0.9991720914840698,0.39917209148406985
65,the putter of books left.,out,0.0,0.0,0.6,0.0,0.998974084854126,0.398974084854126
39,"Which book's, author did you meet who you liked?",out,0.0,0.0,0.6,0.0,0.9989492297172546,0.39894922971725466
168,They realised that never had Sir Thomas been so offended.,in,1.0,1.0,0.6,1.0,0.9984238147735596,0.3984238147735596
119,"No writer, and no playwright, meets in Vienna.",in,0.0,0.0,0.6,0.0,0.9975358247756958,0.3975358247756958
82,John was promised by Bill to leave.,out,0.0,0.0,0.6,0.0,0.9432256817817688,0.3432256817817688
117,"Sally is tall, and may be blond, and Sheila is short, and definitely is, blond.",in,1.0,1.0,0.6,1.0,0.905838906764984,0.30583890676498404
156,They may grow as high as bamboo.,in,1.0,1.0,1.0,1.0,0.7405229210853577,0.25947707891464233
107,They represented seriously to the dean Mary as a genuine linguist.,in,0.0,0.0,0.8,0.0,0.9993835687637328,0.19938356876373275
81,John was struck by Bill as pompous.,out,0.0,0.0,0.8,0.0,0.9991863369941713,0.1991863369941712
63,Nobody told Susan about herself.,out,1.0,1.0,0.8,1.0,0.9991680383682252,0.19916803836822516
66,The cat was bitten the mouse.,out,0.0,0.0,0.8,0.0,0.9991151690483092,0.19911516904830917
0,"If Sam was going, Sally would know where.",out,1.0,1.0,0.8,1.0,0.9991081357002258,0.19910813570022579
90,John believed it that Bill was tardy.,out,0.0,0.0,0.8,0.0,0.9990980625152588,0.19909806251525874
145,The bed was slept in.,in,1.0,1.0,0.8,1.0,0.998996913433075,0.1989969134330749
184,Henry found that Bill is sad.,in,1.0,1.0,0.8,1.0,0.9988069534301758,0.19880695343017574
20,John was believed to be telling the truth by Mary.,out,1.0,1.0,0.8,1.0,0.9986984729766846,0.19869847297668453
59,The storm arrived while we ate lunch.,out,1.0,1.0,0.8,1.0,0.9985415935516356,0.1985415935516356
8,"Everybody gets on well with a certain relative, but often only his therapist knows which one.",out,1.0,1.0,0.8,1.0,0.9978825449943542,0.1978825449943542
7,"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",out,1.0,1.0,0.8,1.0,0.9955910444259644,0.1955910444259643
35,"Jones, that we were talking to last night, always watches football games alone.",out,0.0,0.0,0.8,0.0,0.9763739705085754,0.1763739705085754
124,We investigated the area for bombs.,in,1.0,1.0,0.8,1.0,0.9667440056800842,0.16674400568008418
93,I gave Pete the book to impress.,out,0.0,0.0,0.8,0.0,0.9605160355567932,0.16051603555679317
196,He can will go,in,0.0,0.0,1.0,0.0,0.96132892370224,0.03867107629776001
17,The book was by John written.,out,0.0,0.0,1.0,0.0,0.9875292778015136,0.01247072219848644
188,Anson demonized up the Khyber,in,0.0,0.0,1.0,0.0,0.9895765781402588,0.010423421859741211
37,The only person whose kids Dana is willing to put up with was written by John.,out,0.0,0.0,1.0,0.0,0.9929516911506652,0.007048308849334828
61,The cat slept soundly and furry.,out,0.0,0.0,1.0,0.0,0.9945318698883056,0.005468130111694447
54,I was already aware of fact.,out,0.0,0.0,1.0,0.0,0.9957234859466552,0.004276514053344838
11,She talked to John or Mary but I don't know which one.,out,1.0,1.0,1.0,1.0,0.9962081909179688,0.00379180908203125
13,What did you leave before they started playing?,out,0.0,0.0,1.0,0.0,0.9963601231575012,0.0036398768424987793
10,She talked to John or Mary but I don't know which.,out,1.0,1.0,1.0,1.0,0.9964654445648192,0.003534555435180775
120,"We launched the rocket to the moon, but it blew up before it got there.",in,1.0,1.0,1.0,1.0,0.9968414306640624,0.003158569335937611
141,John is easy to please Kim.,in,0.0,0.0,1.0,0.0,0.996862769126892,0.003137230873108021
42,The only people being added to our group who were at Harvard were students.,out,1.0,1.0,1.0,1.0,0.9969176054000854,0.0030823945999145508
122,We pulled free.,in,1.0,1.0,1.0,1.0,0.9970868229866028,0.002913177013397217
143,We expect there to will rain.,in,0.0,0.0,1.0,0.0,0.9970911741256714,0.0029088258743286133
199,Anson became a muscle bound.,in,0.0,0.0,1.0,0.0,0.9972195625305176,0.002780437469482422
46,We admired the pictures of ourselves in the album.,out,1.0,1.0,1.0,1.0,0.9973984956741332,0.0026015043258668102
45,We admired the pictures of us in the album.,out,1.0,1.0,1.0,1.0,0.9975645542144777,0.00243544578552235
1,"She mailed John a letter, but I don't know to whom.",out,0.0,0.0,1.0,0.0,0.9976814985275269,0.0023185014724731445
109,"Mary will read Fred's story, and Joe will read Holly's.",in,1.0,1.0,1.0,1.0,0.9978548884391784,0.0021451115608216442
153,"Because she's so pleasant, as for Mary I really like her.",in,0.0,0.0,1.0,0.0,0.9978575110435486,0.002142488956451416
14,"I think Agnes said that Bill would speak, but I don't remember what about.",out,1.0,1.0,1.0,1.0,0.997865617275238,0.002134382724761963
62,"Chris walks, Pat eats broccoli, and Sandy plays squash.",out,1.0,1.0,1.0,1.0,0.9978899359703064,0.0021100640296936035
29,"Bill bought a red house, and Max bought one too.",out,1.0,1.0,1.0,1.0,0.9980448484420776,0.0019551515579223633
92,I bought it to read.,out,1.0,1.0,1.0,1.0,0.9980642199516296,0.0019357800483703613
115,Mike talked about politics yesterday to my friends.,in,1.0,1.0,1.0,1.0,0.9982858300209044,0.00171416997909557
40,All who lost money in the scam are eligible for the program.,out,1.0,1.0,1.0,1.0,0.9983024597167968,0.001697540283203236
5,"I know that Meg's attracted to Harry, but they don't know who.",out,0.0,0.0,1.0,0.0,0.998306155204773,0.0016938447952270508
30,I know the person whose mother died.,out,1.0,1.0,1.0,1.0,0.99836927652359,0.0016307234764100231
86,It was hated for John to leave.,out,0.0,0.0,1.0,0.0,0.99839586019516,0.0016041398048399769
147,Which topic did you choose without getting his approval?,in,1.0,1.0,1.0,1.0,0.9984279870986938,0.0015720129013061523
52,The teacher handed the student.,out,0.0,0.0,1.0,0.0,0.9984769225120544,0.0015230774879455566
94,I presented it to Bill to read.,out,1.0,1.0,1.0,1.0,0.9984816908836364,0.0015183091163636364
113,I know a man who Tom drives as drives.,in,0.0,0.0,1.0,0.0,0.9985515475273132,0.0014484524726867676
21,John was believed by Mary to be telling the truth.,out,1.0,1.0,1.0,1.0,0.9985565543174744,0.0014434456825256348
36,A letter was received that Jones would be upset by.,out,1.0,1.0,1.0,1.0,0.9985740184783936,0.0014259815216064453
103,"The higher the stakes, the lower his expectations are.",in,1.0,1.0,1.0,1.0,0.9985942244529724,0.0014057755470275879
161,There were four men arriving at the station when I pulled up.,in,1.0,1.0,1.0,1.0,0.998601734638214,0.0013982653617859997
3,"She was bathing, but I couldn't make out who.",out,0.0,0.0,1.0,0.0,0.9986180067062378,0.001381993293762207
96,John made Bill mad at himself.,out,1.0,1.0,1.0,1.0,0.9986326098442078,0.0013673901557922363
139,That Fred was unpopular nominated Bill.,in,0.0,0.0,1.0,0.0,0.9986453652381896,0.0013546347618104138
189,The Peter we all like was at the party,in,1.0,1.0,1.0,1.0,0.9986708164215088,0.001329183578491211
106,The men will all leave.,in,1.0,1.0,1.0,1.0,0.998713493347168,0.0012865066528320312
182,Each of the boys fought with some of the other boys.,in,1.0,1.0,1.0,1.0,0.998728573322296,0.0012714266777039684
123,Mira condemned Terry for the accident.,in,1.0,1.0,1.0,1.0,0.9988279938697816,0.0011720061302183948
88,That he is here is clear.,out,1.0,1.0,1.0,1.0,0.998828947544098,0.0011710524559019886
157,They chased the man with the car.,in,1.0,1.0,1.0,1.0,0.9988467693328856,0.0011532306671143688
34,I wonder whom us to trust.,out,0.0,0.0,1.0,0.0,0.9988645315170288,0.0011354684829711914
41,Who for Sandy to talk to is still enrolled in the class?,out,0.0,0.0,1.0,0.0,0.998865246772766,0.0011347532272339977
127,Susan whispered the news.,in,1.0,1.0,1.0,1.0,0.9988734126091005,0.0011265873908995472
151,A sick owl doesn't hunt mice.,in,1.0,1.0,1.0,1.0,0.9988744854927064,0.0011255145072935901
76,The bucket was kicked by Pat.,out,1.0,1.0,1.0,1.0,0.9988962411880492,0.0011037588119507946
33,I wonder in whom them to place their trust.,out,0.0,0.0,1.0,0.0,0.9988977909088136,0.0011022090911864124
91,It is to give up to leave.,out,0.0,0.0,1.0,0.0,0.9989022016525269,0.0010977983474731445
110,Mary saw the boy walking toward the railroad station.,in,1.0,1.0,1.0,1.0,0.9989252686500548,0.0010747313499451794
78,Of whom are you thinking?,out,1.0,1.0,1.0,1.0,0.998930275440216,0.0010697245597840466
69,TV puts dumb ideas.,out,0.0,0.0,1.0,0.0,0.998969554901123,0.0010304450988769531
97,The correspondence school made Bill a good typist.,out,1.0,1.0,1.0,1.0,0.9989742040634156,0.0010257959365843616
150,It was the peasant girl who got it.,in,1.0,1.0,1.0,1.0,0.9989840388298036,0.0010159611701964222
16,Who did they see someone?,out,0.0,0.0,1.0,0.0,0.9989977478981018,0.0010022521018981934
175,She goes and buying some whiskey.,in,0.0,0.0,1.0,0.0,0.9990002512931824,0.000999748706817627
18,The book was seen by Mary.,out,1.0,1.0,1.0,1.0,0.9990022778511048,0.0009977221488951526
173,Emma and Harriet were attacked yesterday.,in,1.0,1.0,1.0,1.0,0.9990087151527404,0.0009912848472596325
99,John arranged for himself to get the prize.,out,1.0,1.0,1.0,1.0,0.9990293979644777,0.0009706020355223499
187,John convinced Bill that Mary should sleep.,in,1.0,1.0,1.0,1.0,0.9990358352661132,0.0009641647338868298
47,Max is on the phone now.,out,1.0,1.0,1.0,1.0,0.9990360736846924,0.0009639263153076172
146,the baker from whom I bought these bagels left.,in,1.0,1.0,1.0,1.0,0.9990593791007996,0.0009406208992004395
19,Mary was given by John the book.,out,0.0,0.0,1.0,0.0,0.999061405658722,0.0009385943412779651
134,John put old books in the box.,in,1.0,1.0,1.0,1.0,0.9990843534469604,0.0009156465530395508
44,Those pictures of us offended us.,out,1.0,1.0,1.0,1.0,0.999093532562256,0.0009064674377440296
71,People are looking through the window.,out,1.0,1.0,1.0,1.0,0.999107301235199,0.0008926987648010254
178,I will fix the computer for Carol.,in,1.0,1.0,1.0,1.0,0.9991102814674376,0.0008897185325623669
185,John considers himself proud of Mary.,in,1.0,1.0,1.0,1.0,0.999117910861969,0.0008820891380310059
169,Fanny regretted having to talk to Aunt Norris.,in,1.0,1.0,1.0,1.0,0.9991242289543152,0.0008757710456848145
