sample_id,confidence,pred_label
0,0.3333333333333333,0
1,0.3333333333333333,1
2,0.3333333333333333,1
3,0.3333333333333333,-1
4,0.3333333333333333,0
5,0.3333333333333333,1
6,0.3333333333333333,-1
7,0.3333333333333333,1
8,0.3333333333333333,0
9,0.3333333333333333,-1
10,0.3333333333333333,-1
11,0.3333333333333333,0
12,0.3333333333333333,-1
13,0.3333333333333333,-1
14,0.3333333333333333,-1
15,0.3333333333333333,1
16,0.3333333333333333,1
17,0.3333333333333333,0
18,0.3333333333333333,-1
19,0.3333333333333333,-1
20,0.3333333333333333,-1
21,0.3333333333333333,0
22,0.3333333333333333,-1
23,0.3333333333333333,-1
24,0.3333333333333333,0
25,0.3333333333333333,0
26,0.3333333333333333,0
27,0.3333333333333333,-1
28,0.3333333333333333,-1
29,0.3333333333333333,0
30,0.3333333333333333,-1
31,0.3333333333333333,-1
32,0.3333333333333333,1
33,0.3333333333333333,0
34,0.3333333333333333,-1
35,0.3333333333333333,1
36,0.3333333333333333,1
37,0.3333333333333333,1
38,0.3333333333333333,-1
39,0.3333333333333333,1
40,0.3333333333333333,0
41,0.3333333333333333,-1
42,0.3333333333333333,1
43,0.3333333333333333,1
44,0.3333333333333333,1
45,0.3333333333333333,0
46,0.3333333333333333,-1
47,0.3333333333333333,0
48,0.3333333333333333,1
49,0.3333333333333333,0
50,0.3333333333333333,1
51,0.3333333333333333,-1
52,0.3333333333333333,1
53,0.3333333333333333,1
54,0.3333333333333333,0
55,0.3333333333333333,0
56,0.3333333333333333,-1
57,0.3333333333333333,-1
58,0.3333333333333333,0
59,0.3333333333333333,-1
60,0.3333333333333333,1
61,0.3333333333333333,1
62,0.3333333333333333,1
63,0.3333333333333333,-1
64,0.3333333333333333,0
65,0.3333333333333333,0
66,0.3333333333333333,1
67,0.3333333333333333,-1
68,0.3333333333333333,1
69,0.3333333333333333,1
70,0.3333333333333333,0
71,0.3333333333333333,-1
72,0.3333333333333333,1
73,0.3333333333333333,-1
74,0.3333333333333333,1
75,0.3333333333333333,1
76,0.3333333333333333,0
77,0.3333333333333333,0
78,0.3333333333333333,1
79,0.3333333333333333,1
80,0.3333333333333333,0
81,0.3333333333333333,-1
82,0.3333333333333333,-1
83,0.3333333333333333,-1
84,0.3333333333333333,1
85,0.3333333333333333,-1
86,0.3333333333333333,0
87,0.3333333333333333,-1
88,0.3333333333333333,1
89,0.3333333333333333,1
90,0.3333333333333333,-1
91,0.3333333333333333,-1
92,0.3333333333333333,1
93,0.3333333333333333,1
94,0.3333333333333333,1
95,0.3333333333333333,1
96,0.3333333333333333,-1
97,0.3333333333333333,1
98,0.3333333333333333,0
